Coordinates,Attribute1,Attribute2,Metadata_1,Metadata_2,Metadata_3,Metadata_4,Metadata_5,File
"((4, 3), (4, 4))",32,205.3125,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((4, 4), (5, 4))",28,188.75,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((5, 2), (6, 2))",38,223.02631578947367,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((5, 2), (5, 3))",29,191.89655172413794,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((5, 3), (5, 4))",34,211.61764705882354,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((5, 4), (6, 4))",33,209.54545454545456,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((5, 4), (5, 5))",40,228.625,500,2,2000,2,10301050506050206010401010305010405020602050105060503050405010406050106010406010603030405040605050,board_n_1922.txt
"((0, 5), (1, 5))",45,292.2666666666667,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((0, 5), (0, 6))",28,238.92857142857142,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((1, 0), (2, 0))",23,216.95652173913044,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((4, 2), (5, 2))",20,194.5,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((5, 0), (6, 0))",26,231.42307692307693,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((5, 2), (6, 2))",54,308.89506172839504,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((5, 2), (5, 3))",1757,585.8285904003014,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((5, 4), (6, 4))",24,222.63888888888889,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((5, 5), (5, 6))",23,219.1304347826087,500,2,2000,2,50402060603060601040303050403030601010505060205030602040602050406060404010605050206060605040606030,board_n_95.txt
"((0, 0), (1, 0))",2,200.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((0, 0), (0, 1))",2,226.66666666666669,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((1, 2), (2, 2))",2,180.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((1, 3), (2, 3))",2,200.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((1, 4), (2, 4))",2,180.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((2, 5), (3, 5))",1979,1410.3470968983838,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((3, 1), (4, 1))",2,260.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((4, 3), (4, 4))",2,160.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((5, 3), (6, 3))",2,240.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((5, 3), (5, 4))",3,383.3333333333333,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((5, 4), (6, 4))",2,320.0,500,2,2000,2,50404030503050402030201010604020204040605060503030104030602060501050505040301030604030205030203060,board_n_765.txt
"((0, 2), (1, 2))",41,208.97560975609755,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((1, 0), (1, 1))",37,200.86486486486487,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((1, 2), (1, 3))",28,169.46428571428572,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((3, 0), (4, 0))",51,231.79084967320267,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((3, 1), (4, 1))",29,168.27586206896552,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((3, 4), (4, 4))",37,198.6936936936937,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((4, 1), (5, 1))",38,201.97368421052633,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((4, 2), (4, 3))",1654,508.3182616456486,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((5, 3), (6, 3))",27,161.1851851851852,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((5, 3), (5, 4))",25,149.20000000000005,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((5, 4), (6, 4))",33,188.4848484848485,500,2,2000,2,40302050205030605040103040302060204010504050602040402020101050102030605060305030505050603030405010,board_n_771.txt
"((0, 2), (1, 2))",214,268.86292834890975,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((0, 2), (0, 3))",53,178.96226415094338,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((1, 4), (2, 4))",79,212.7594936708861,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((3, 1), (3, 2))",44,162.22727272727272,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((3, 2), (3, 3))",47,169.89361702127655,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((3, 3), (4, 3))",41,155.65853658536588,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((4, 1), (4, 2))",50,175.20000000000005,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((5, 3), (6, 3))",48,172.04166666666666,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((5, 4), (6, 4))",55,182.5090909090909,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((5, 5), (6, 5))",1369,378.08795668255124,500,2,2000,2,30305060306050605020501040403040205040601020105030202010305010201050606050504010401030103050201010,board_n_942.txt
"((0, 4), (1, 4))",18,212.22222222222223,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((0, 5), (1, 5))",13,165.3846153846154,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((1, 0), (1, 1))",15,184.66666666666666,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((1, 1), (1, 2))",15,188.0,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((3, 0), (4, 0))",1841,832.4369649000276,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((3, 2), (3, 3))",73,349.3150684931506,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((3, 3), (4, 3))",25,254.6,500,2,2000,2,20503020406040501030101040401050404020606030606030105020602030604050304040305030604010401010303020,board_n_2224.txt
"((0, 1), (1, 1))",11,184.0909090909091,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((0, 2), (1, 2))",1738,711.9028165926896,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((1, 3), (1, 4))",10,159.33333333333334,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((1, 4), (2, 4))",14,227.7380952380952,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((3, 3), (4, 3))",14,228.21428571428572,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((4, 0), (5, 0))",15,234.33333333333334,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((4, 2), (4, 3))",15,243.33333333333334,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((4, 3), (5, 3))",44,376.6363636363636,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((4, 3), (4, 4))",37,361.20720720720726,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((4, 4), (5, 4))",12,195.0,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((5, 2), (5, 3))",20,286.6666666666667,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((5, 3), (6, 3))",58,404.59195402298855,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((5, 3), (5, 4))",12,197.2222222222222,500,2,2000,2,50105060605020305060504030503020301050404060405020503010504040504040106050501050304040103050202030,board_n_42.txt
"((0, 5), (0, 6))",71,163.7887323943662,500,2,2000,2,10303060605060504030403020104030106010604060206030101050503040206050304020203040102040606020406050,board_n_56.txt
"((1, 1), (1, 2))",66,157.71212121212116,500,2,2000,2,10303060605060504030403020104030106010604060206030101050503040206050304020203040102040606020406050,board_n_56.txt
"((2, 1), (2, 2))",75,167.60000000000002,500,2,2000,2,10303060605060504030403020104030106010604060206030101050503040206050304020203040102040606020406050,board_n_56.txt
"((4, 3), (5, 3))",1392,477.75648262178424,500,2,2000,2,10303060605060504030403020104030106010604060206030101050503040206050304020203040102040606020406050,board_n_56.txt
"((5, 2), (5, 3))",294,242.40589569160997,500,2,2000,2,10303060605060504030403020104030106010604060206030101050503040206050304020203040102040606020406050,board_n_56.txt
"((5, 3), (6, 3))",102,189.5098039215686,500,2,2000,2,10303060605060504030403020104030106010604060206030101050503040206050304020203040102040606020406050,board_n_56.txt
"((1, 2), (2, 2))",39,200.87179487179486,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((1, 3), (1, 4))",31,175.5483870967742,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((2, 2), (3, 2))",29,167.93103448275863,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((2, 4), (2, 5))",39,202.76923076923077,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((3, 0), (3, 1))",59,237.59322033898306,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((3, 5), (4, 5))",36,194.58333333333334,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((5, 3), (6, 3))",1681,606.7309330236155,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((5, 4), (6, 4))",86,266.3023255813953,500,2,2000,2,40402060304040601020403040406050401020306040602060405020201020505020102010603060105010206060402050,board_n_1739.txt
"((0, 5), (1, 5))",11,189.0909090909091,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((2, 0), (3, 0))",13,200.76923076923077,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((2, 1), (2, 2))",10,172.0,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((2, 2), (3, 2))",14,221.07142857142858,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((3, 2), (3, 3))",1894,916.9656559561521,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((3, 4), (4, 4))",17,244.94117647058823,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((4, 1), (5, 1))",10,166.0,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((5, 1), (6, 1))",10,164.33333333333334,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((5, 1), (5, 2))",21,279.04761904761904,500,2,2000,2,30602010302030301040103030504010306050605030305030101030203020502060106020306010204060102020103060,board_n_956.txt
"((0, 2), (1, 2))",37,177.67567567567568,500,2,2000,2,40201050201040101040604010204020605050401020603040502040602040403050305010205060604050105050406040,board_n_2230.txt
"((2, 5), (2, 6))",46,201.52173913043478,500,2,2000,2,40201050201040101040604010204020605050401020603040502040602040403050305010205060604050105050406040,board_n_2230.txt
"((3, 0), (3, 1))",45,200.4,500,2,2000,2,40201050201040101040604010204020605050401020603040502040602040403050305010205060604050105050406040,board_n_2230.txt
"((4, 4), (4, 5))",1872,518.2511192511171,500,2,2000,2,40201050201040101040604010204020605050401020603040502040602040403050305010205060604050105050406040,board_n_2230.txt
"((4, 1), (5, 1))",17,175.88235294117646,500,2,2000,2,30403050506060304060103030101020104050502060505060101020604020206040502020304040202030305060403030,board_n_1711.txt
"((4, 2), (5, 2))",1922,827.1909758353557,500,2,2000,2,30403050506060304060103030101020104050502060505060101020604020206040502020304040202030305060403030,board_n_1711.txt
"((4, 4), (4, 5))",19,196.56140350877192,500,2,2000,2,30403050506060304060103030101020104050502060505060101020604020206040502020304040202030305060403030,board_n_1711.txt
"((4, 5), (5, 5))",26,230.05128205128207,500,2,2000,2,30403050506060304060103030101020104050502060505060101020604020206040502020304040202030305060403030,board_n_1711.txt
"((5, 2), (6, 2))",16,175.0,500,2,2000,2,30403050506060304060103030101020104050502060505060101020604020206040502020304040202030305060403030,board_n_1711.txt
"((0, 2), (1, 2))",1,120.0,500,2,2000,2,10602060106050505060502060402030106040505020604020401060406050602010743020304020303140405010602050,board_n_2218.txt
"((1, 2), (1, 3))",1,160.0,500,2,2000,2,10602060106050505060502060402030106040505020604020401060406050602010743020304020303140405010602050,board_n_2218.txt
"((3, 3), (3, 4))",11,1077.5757575757575,500,2,2000,2,10602060106050505060502060402030106040505020604020401060406050602010743020304020303140405010602050,board_n_2218.txt
"((4, 5), (4, 6))",1987,1643.8042681470013,500,2,2000,2,10602060106050505060502060402030106040505020604020401060406050602010743020304020303140405010602050,board_n_2218.txt
"((0, 2), (0, 3))",37,222.97297297297297,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((0, 3), (1, 3))",57,264.54385964912285,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((1, 3), (2, 3))",29,198.96551724137927,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((1, 3), (1, 4))",29,196.20689655172413,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((3, 1), (4, 1))",37,224.6216216216216,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((3, 5), (3, 6))",27,186.2962962962963,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((4, 0), (4, 1))",20,151.5,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((4, 1), (4, 2))",59,267.4067796610171,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((4, 3), (5, 3))",1656,561.7141083889256,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((5, 2), (5, 3))",49,249.75510204081633,500,2,2000,2,10401030101030402030105030406050602010102010106060405010406050205010306030305010603060105060305050,board_n_1077.txt
"((0, 0), (1, 0))",22,189.4090909090909,500,2,2000,2,30501060502010206040402040603030204060203030402030502010404010104040606020102340402060604060505040,board_n_1063.txt
"((0, 5), (1, 5))",23,193.07246376811597,500,2,2000,2,30501060502010206040402040603030204060203030402030502010404010104040606020102340402060604060505040,board_n_1063.txt
"((1, 4), (1, 5))",1955,482.41832648737915,500,2,2000,2,30501060502010206040402040603030204060203030402030502010404010104040606020102340402060604060505040,board_n_1063.txt
"((0, 1), (0, 2))",124,222.991935483871,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((2, 0), (2, 1))",121,221.5123966942149,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((2, 1), (3, 1))",101,209.47854785478546,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((2, 1), (2, 2))",76,189.1184210526316,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((2, 3), (2, 4))",63,173.80952380952377,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((2, 5), (2, 6))",60,169.13333333333333,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((3, 1), (3, 2))",71,183.09859154929575,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((4, 5), (4, 6))",380,276.3394736842107,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((5, 0), (6, 0))",55,160.56969696969693,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((5, 0), (5, 1))",828,309.14757303887757,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((5, 1), (6, 1))",63,173.047619047619,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((5, 5), (5, 6))",58,165.18390804597703,500,2,2000,2,40305060501060205030405030103060305060605060306040605020603040202050201020101040605060301030201050,board_n_1705.txt
"((0, 3), (1, 3))",15,205.66666666666666,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((1, 2), (1, 3))",15,193.33333333333334,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((1, 3), (2, 3))",21,256.19047619047626,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((1, 3), (1, 4))",14,181.42857142857142,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((3, 1), (3, 2))",13,173.84615384615384,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((3, 2), (4, 2))",1842,541.2140271961129,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((3, 3), (4, 3))",10,129.0,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((4, 1), (4, 2))",14,186.71428571428572,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((4, 2), (4, 3))",26,283.974358974359,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((5, 3), (5, 4))",30,300.6333333333333,500,2,2000,2,30505040603010204040304050505030301060503040603020106040403020302020306010105010406020101060406010,board_n_229.txt
"((0, 1), (0, 2))",41,174.24390243902437,500,2,2000,2,30304030305040504060101040101060505020303020201030604030605050304050102020606050301010601020605050,board_n_201.txt
"((0, 2), (0, 3))",47,187.10638297872342,500,2,2000,2,30304030305040504060101040101060505020303020201030604030605050304050102020606050301010601020605050,board_n_201.txt
"((1, 5), (1, 6))",1768,760.2354153199738,500,2,2000,2,30304030305040504060101040101060505020303020201030604030605050304050102020606050301010601020605050,board_n_201.txt
"((5, 1), (6, 1))",42,177.35714285714283,500,2,2000,2,30304030305040504060101040101060505020303020201030604030605050304050102020606050301010601020605050,board_n_201.txt
"((5, 4), (6, 4))",66,215.6060606060606,500,2,2000,2,30304030305040504060101040101060505020303020201030604030605050304050102020606050301010601020605050,board_n_201.txt
"((5, 4), (5, 5))",36,162.87037037037038,500,2,2000,2,30304030305040504060101040101060505020303020201030604030605050304050102020606050301010601020605050,board_n_201.txt
"((1, 0), (1, 1))",2,160.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((2, 1), (3, 1))",2,140.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((2, 4), (3, 4))",2,126.66666666666667,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((2, 5), (3, 5))",6,426.6666666666667,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((3, 0), (4, 0))",2,140.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((3, 0), (3, 1))",1965,1158.137077426388,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((3, 1), (4, 1))",2,140.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((3, 4), (3, 5))",2,166.66666666666669,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((3, 5), (4, 5))",2,120.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((3, 5), (3, 6))",2,160.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((4, 0), (5, 0))",2,160.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((4, 0), (4, 1))",2,173.33333333333334,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((4, 5), (4, 6))",3,201.11111111111111,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((5, 1), (6, 1))",2,120.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((5, 2), (6, 2))",2,120.0,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((5, 4), (5, 5))",2,166.66666666666669,500,2,2000,2,20403040602040205060404060305050101030202050201050204020305030501020605050304060105050405030106020,board_n_567.txt
"((1, 1), (2, 1))",42,168.8571428571428,500,2,2000,2,50601010603010405030306040306030104050206030103020206010204040306050303060501020502040403050406040,board_n_573.txt
"((2, 1), (3, 1))",1839,456.66112103713965,500,2,2000,2,50601010603010405030306040306030104050206030103020206010204040306050303060501020502040403050406040,board_n_573.txt
"((2, 1), (2, 2))",72,213.00925925925924,500,2,2000,2,50601010603010405030306040306030104050206030103020206010204040306050303060501020502040403050406040,board_n_573.txt
"((2, 5), (3, 5))",47,179.93617021276592,500,2,2000,2,50601010603010405030306040306030104050206030103020206010204040306050303060501020502040403050406040,board_n_573.txt
"((2, 3), (3, 3))",40,153.6,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((2, 4), (3, 4))",87,224.02298850574712,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((3, 0), (3, 1))",51,178.90196078431376,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((3, 3), (3, 4))",1623,393.8968840771053,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((4, 1), (5, 1))",47,169.0638297872341,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((4, 2), (5, 2))",54,183.4814814814815,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((4, 5), (4, 6))",56,185.89285714285714,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((5, 2), (6, 2))",42,158.50000000000003,500,2,2000,2,20306030602010103050305040602010201040205040504040103020601020105050306060101050302010506050606020,board_n_215.txt
"((0, 3), (1, 3))",57,151.8947368421053,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((1, 2), (1, 3))",1326,509.61940673705436,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((1, 3), (2, 3))",222,237.35178035178038,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((2, 0), (3, 0))",68,167.0882352941177,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((2, 1), (3, 1))",72,171.80555555555551,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((3, 3), (3, 4))",89,187.10112359550567,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((3, 4), (3, 5))",100,194.53,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((4, 2), (5, 2))",66,164.6363636363636,500,2,2000,2,10603020601010204010506040506050502040103050105020102020303010403010204020503040503030106020605020,board_n_1249.txt
"((0, 2), (0, 3))",33,192.06060606060606,500,2,2000,2,50601020204020204050104060603030601010203010305040505030604050503020104030204040304030502010602020,board_n_598.txt
"((0, 5), (0, 6))",28,173.2857142857143,500,2,2000,2,50601020204020204050104060603030601010203010305040505030604050503020104030204040304030502010602020,board_n_598.txt
"((1, 2), (2, 2))",47,228.9432624113475,500,2,2000,2,50601020204020204050104060603030601010203010305040505030604050503020104030204040304030502010602020,board_n_598.txt
