random,greedy,offline,mcts_base,mcts_fixed_depth,combined
0.023005247116088867,0.12202954292297363,137.96536827087402,442.02672147750854,120.32984948158264,384.6736705303192
0.0290069580078125,0.10902619361877441,428.71086168289185,219.6739649772644,225.8662302494049,527.7018165588379
0.03200793266296387,0.12002801895141602,150.2013876438141,336.0003435611725,102.60230255126953,118.28273272514343
0.026005983352661133,0.0870213508605957,193.95460200309753,413.91082739830017,105.02474641799927,457.7000081539154
0.024005889892578125,0.10802555084228516,405.1384468078613,246.96709513664246,231.36600041389465,535.5738699436188
0.029007434844970703,0.18804478645324707,235.73583364486694,251.05074048042297,117.30830097198486,122.80121994018555
0.02600574493408203,0.13303136825561523,149.25522136688232,317.10946440696716,114.16771173477173,115.95816826820374
0.031006336212158203,0.4981193542480469,241.65862369537354,268.0854845046997,117.18046355247498,135.03252363204956
0.0290069580078125,0.1960465908050537,390.28192257881165,221.09462690353394,122.03439140319824,155.35156297683716
0.2320551872253418,0.31807613372802734,321.22789001464844,249.0386791229248,116.21678447723389,162.29206562042236
0.05901360511779785,0.13203120231628418,206.6867334842682,296.3992097377777,116.5525074005127,131.79452896118164
0.024005651473999023,0.3320798873901367,389.50342631340027,229.03775787353516,132.275643825531,196.86887335777283
0.17904329299926758,0.13903260231018066,230.37431240081787,319.6713101863861,115.3614490032196,190.5641257762909
0.21705389022827148,0.10302233695983887,141.31192445755005,361.1630184650421,117.43552446365356,144.06782364845276
0.031007051467895508,0.16804003715515137,256.39259791374207,317.78332114219666,114.99474024772644,244.16135025024414
0.04301047325134277,0.13903331756591797,135.57663869857788,343.0986351966858,114.89938759803772,117.62600135803223
0.36687493324279785,0.6941647529602051,133.21511793136597,334.74686312675476,121.78480815887451,120.81911206245422
0.16800761222839355,0.47693371772766113,450.7133512496948,200.06093215942383,144.8580038547516,174.03167510032654
0.027007341384887695,0.12947940826416016,232.7533974647522,290.93034410476685,111.8010311126709,135.10026812553406
0.37108922004699707,0.21505093574523926,159.46949553489685,349.9434235095978,110.19093728065491,133.46283507347107
0.3060739040374756,0.38709211349487305,263.2739963531494,332.88388323783875,129.3260142803192,433.76657581329346
0.12202930450439453,0.11602783203125,377.62206983566284,254.99386954307556,185.88906145095825,217.7596640586853
0.059014320373535156,0.14903712272644043,219.29536771774292,347.22169280052185,113.92444682121277,254.7403440475464
0.10302519798278809,1.0932624340057373,195.33907985687256,352.1389067173004,112.98917078971863,225.5995955467224
0.8141956329345703,0.10602617263793945,130.03704071044922,440.80947375297546,108.38180422782898,413.7494559288025
0.06201457977294922,0.13703298568725586,115.18150162696838,392.7544095516205,121.66283059120178,266.1352925300598
0.02600574493408203,0.08402013778686523,125.27935194969177,405.8352596759796,114.8265016078949,331.3551576137543
0.36008548736572266,0.11402750015258789,384.64633679389954,241.18410277366638,239.78980994224548,534.7897927761078
2.1639866828918457,5.805827856063843,104.5012354850769,437.3014888763428,118.52727222442627,313.0053884983063
0.6126139163970947,0.22905373573303223,343.78419828414917,266.6345558166504,239.29235887527466,409.4937963485718
0.919219970703125,2.592751979827881,172.18298077583313,407.7534568309784,152.59920954704285,546.0932185649872
0.5431294441223145,0.33107972145080566,433.2103657722473,201.84069633483887,337.01428747177124,378.21631121635437
0.6111469268798828,0.18204426765441895,431.87004256248474,208.79875707626343,381.51393127441406,360.42390608787537
0.03400707244873047,0.16003847122192383,431.7121067047119,204.49238538742065,286.9266448020935,495.59097957611084
0.034009695053100586,0.7891888618469238,155.5629119873047,421.23797035217285,115.42682480812073,355.03954553604126
0.11902928352355957,0.15503692626953125,391.87433791160583,236.1996190547943,310.87895107269287,410.7946238517761
0.14103412628173828,0.26406335830688477,249.9745888710022,323.64464592933655,149.57411289215088,464.9149947166443
0.13103151321411133,0.12903141975402832,108.46240234375,458.6053113937378,108.12276148796082,353.2583055496216
0.21605157852172852,8.640926837921143,308.1528573036194,282.1117868423462,185.67750883102417,516.0426414012909
4.3875977993011475,0.09702301025390625,135.37335062026978,425.7414495944977,118.77439761161804,398.2852261066437
