random,greedy,offline,mcts_base,mcts_fixed_depth,combined
2400,2640,3140,7820,3100,9880
1920,4360,4360,15100,9980,15440
2040,2080,2040,6520,4500,5900
1600,2860,2040,3400,2160,2240
8420,5720,2980,3440,10800,3440
7000,2160,2160,2860,4500,10560
4680,2400,1560,3940,2340,13840
2140,2260,3700,3520,5720,4380
7780,6260,1320,4580,4420,10760
2760,6620,11140,14180,4680,17740
2540,7320,1720,8200,7520,9060
1680,1960,1320,4460,2540,3720
2300,3220,1800,24140,3820,11340
1200,6240,2380,6440,10180,9220
8400,2280,2780,9260,11460,5280
1920,11520,1200,10140,9000,8760
1440,5720,1440,3600,2800,2040
1680,4000,4180,3660,3340,13280
2740,4060,2180,4540,14540,2500
1800,9360,3440,10240,4160,4940
1440,3480,2200,1560,2240,9160
2060,5960,2180,3680,8880,3380
3760,6960,2280,3840,3360,8360
2040,4240,3080,10780,2860,8680
1920,4480,2300,10100,3260,16080
3700,10400,1920,5700,4740,12980
3540,4620,2400,19320,11980,6260
3360,2040,8320,15500,3000,2780
2040,9540,13700,19380,10100,13220
1560,3520,1560,1920,9940,5140
1680,2500,3740,13400,9000,9060
2960,10620,1560,27620,10160,4560
1800,3300,3200,3420,5440,4100
4380,2320,3920,6860,4960,4140
1920,5080,2920,4580,3580,3620
1680,7580,5340,4000,9040,3340
1520,1800,3220,3920,8080,13140
2160,3040,3400,7580,4180,6580
2960,4200,2280,10260,7280,10020
2160,2160,1440,13920,11160,3920
1800,2860,1800,2660,1800,8720
2000,5760,1800,3240,9040,2380
1440,4620,1400,7840,16560,8760
2260,5800,2520,7100,3800,5720
1800,5340,1920,2280,2280,2420
2040,3220,7400,5380,2760,3620
1800,3840,4380,3740,2540,4380
4420,5800,7200,7500,4760,2980
1800,4540,13280,4960,4800,9260
2400,4960,17040,5860,10840,8980
3160,8620,3960,2860,13480,4420
1680,1800,2620,2280,1800,2280
1920,7880,2500,2760,3840,4280
1200,2280,2380,9240,24880,3460
1400,3820,3080,2720,3080,3440
1680,3800,3240,7860,3920,11340
2740,2880,3760,8740,4760,4520
2280,1800,7800,10100,4780,2280
1940,3920,8120,23200,3100,2160
1920,2740,1960,8100,12600,4160
1320,3100,1920,8520,3020,2520
3860,2400,3440,16740,5020,7240
1680,2860,3020,3220,8500,20360
3320,3100,2040,1680,5620,11940
2040,2160,4820,9460,5440,5900
1560,3080,16500,3260,6960,8720
7960,3340,7240,14580,8140,13640
1560,8800,1560,5940,15640,3700
1320,2900,2260,28600,2400,3500
3480,3020,13040,11800,4420,15140
1680,4260,3980,1440,11620,3200
1920,2160,7000,7560,1920,4320
2160,4360,1320,10960,3600,11880
1840,2640,2060,4260,5940,3140
1560,4300,1800,7720,5440,5940
1680,2360,14220,4180,9760,3460
1920,4220,1560,5620,18840,7280
2860,8220,3680,2280,2260,2760
3400,3420,3080,13420,16980,8580
1680,7120,17940,9940,16460,14440
2020,2960,3480,8580,4520,7540
1560,3120,1680,4540,6740,5020
2840,2040,3820,10820,3240,15460
1560,1920,3620,9080,3020,9080
2400,6760,2860,4640,2640,6480
1440,2080,9400,7760,2400,3040
1920,5400,21860,2740,3400,3440
3340,2160,3520,2660,2280,3480
1680,1320,2260,3920,4120,3480
1680,3740,5340,10960,18280,2440
5200,5100,10120,3800,6920,13540
1680,3460,1440,1600,3340,2640
1680,2360,2620,14360,8760,9700
1320,2460,6620,2940,4640,4740
2180,2900,5300,8000,4120,3900
2160,11400,1800,16440,5400,4380
2040,3940,1320,5080,4080,4420
2380,1800,1320,10540,3980,2160
1560,2740,4660,5180,3220,8100
1560,2660,3360,18420,4420,9660
8280,1560,3340,7200,1320,5040
2040,3100,3600,10140,6980,3360
2280,3000,4180,7700,10180,9420
1560,1560,7320,5120,1920,20240
3200,3600,3940,9060,3600,2780
2160,4180,3540,11000,10160,5060
3600,4260,2960,3800,4500,5520
1680,1560,2620,3560,3080,3680
1920,2280,2980,9440,3640,3020
6880,8920,7960,9660,10460,9000
1320,1920,2040,2800,2780,4620
3360,3780,2080,2880,4040,2940
1680,2640,3400,15220,7880,7760
1200,2160,3180,4160,5720,7940
4600,2400,2860,12520,15980,8940
8380,2040,12680,2520,2280,4800
1680,1800,1920,1920,1800,4280
1440,10100,3480,1800,4980,3340
2040,1560,3740,9860,4480,2160
1800,2280,20580,15580,9840,15860
1680,3480,8460,10620,5880,4560
1800,2880,5600,8860,5060,2760
1940,4220,2220,4460,4820,3820
1680,3380,3340,3260,8560,3760
1600,2640,2160,14700,4020,3800
1360,2300,2400,3320,7460,9800
3260,3800,7240,8540,3980,5520
3560,2680,3440,4400,4300,6020
2280,8000,8720,19460,13360,50540
1920,9080,1680,8140,4900,2140
1800,3340,1720,5080,3000,3640
1720,2040,2800,3600,1800,1440
2380,6040,5960,9740,20800,5040
6540,5720,3580,10660,7100,12380
2420,4080,7480,14960,2800,4260
3220,2140,3660,4380,4560,5740
1680,2160,3720,8300,2460,5480
2740,12100,2200,4860,3640,8900
3360,4200,12400,14020,9080,15840
1480,4000,2160,11120,4820,4160
7680,3980,5540,6060,4300,4860
1560,4160,3360,4760,9800,5380
8080,2200,9200,28360,25360,21740
1680,3500,2880,9820,4940,2040
1680,7680,1680,2820,6960,2180
1200,6880,3260,2280,5300,4880
4000,2640,4320,6920,6720,7560
1320,3360,3240,6400,3320,4580
3020,5920,10120,15500,11820,16940
2280,4360,1200,7760,7280,3200
1680,2520,2900,2160,4200,17380
1440,3280,4760,3560,2440,3440
4260,2880,3120,18120,3260,9040
1200,5460,6840,15380,5020,5540
1320,1800,2820,4200,2640,10480
4580,8820,5260,19120,3940,10960
2160,3500,3440,5240,1840,12000
3280,1800,3360,2800,5500,4240
3480,4020,2760,8060,9040,7240
1800,2520,2960,13820,3980,2260
1440,10840,7220,3920,4100,7800
1320,4540,7080,3400,3460,3940
2160,3240,2660,8300,25620,10460
1320,2420,7560,3600,10200,11540
1920,2380,1680,1680,7040,13600
2580,3560,5660,8680,4420,13940
3160,2280,2520,10100,8520,3720
3320,3140,2500,3820,9880,4460
1680,3860,4360,5400,4640,3860
2040,3240,4660,3940,21240,4620
6920,2760,2420,6560,3120,10620
2020,3440,3720,2320,4860,4260
1800,15680,2380,6700,4280,10340
2200,3940,5800,3220,7060,3980
1920,2040,7540,19800,8260,10560
1920,3300,6540,10360,5120,10620
2180,5240,5360,6080,7220,22380
1680,4540,1920,1920,2640,3220
1440,3220,1800,16460,16180,4600
4060,4760,3480,4860,3520,4220
2500,1760,7760,7720,3400,2160
1560,2280,5320,2620,8640,3120
1560,6080,2520,5400,2980,22660
1560,4080,1800,14800,2000,8200
1440,2740,1920,1440,2780,21580
1800,3840,8040,1560,5220,4120
1320,2300,3280,7900,2860,10460
2040,5260,1800,16400,16040,9760
8520,3540,1320,5460,10820,3940
1600,2040,18260,4680,3780,3140
1560,2040,2420,7920,4500,6660
2280,4960,1560,1920,10080,3940
1800,4340,3320,5960,4540,8020
1360,2760,2300,3580,2900,13360
1560,1920,12640,7000,1720,8300
1840,4780,3680,5780,11640,3240
2760,4120,3400,6240,13180,21680
1920,2520,3500,11580,13820,5180
10420,6040,3700,3960,6880,4020
2620,2160,1560,7840,2780,2040
1320,5980,1720,13880,6320,5340
2040,2900,3600,2560,4020,3900
2040,2280,1560,3340,20160,9440
4300,3480,2200,10620,13740,3460
1800,1680,4280,3020,11460,11840
1440,2160,14320,8740,7960,2280
1440,6920,8560,9660,6880,15300
2780,2640,12960,2840,4140,3900
1800,3140,13120,3560,5340,5040
1560,2660,3760,3560,3980,3340
1800,1560,7120,3460,2620,3240
2760,4040,1800,6400,4460,3820
2520,1840,5240,1480,14360,7620
1800,2640,11300,2860,9520,3340
1440,1560,9400,3420,2040,7780
3160,2860,3700,3460,4040,2760
2540,7840,8100,20800,14720,22100
1200,1720,3960,11100,3380,8720
1920,3180,8100,11220,8480,4900
1800,1560,2880,4040,8140,2640
1320,4100,2500,4080,4500,3960
1680,1440,5840,12900,1680,2280
1680,2040,2040,3600,14680,4700
1940,3620,19120,11280,9380,8560
1800,8180,7160,9180,16280,9980
2800,2620,2740,8960,8140,9440
1440,1800,1320,3440,2660,4660
1680,2640,7280,14680,7480,8700
1800,2280,2040,4500,1720,4160
3000,9280,12280,2260,4140,3460
7400,10800,8380,21320,15140,10940
1200,4720,4200,6240,3360,4640
2280,5060,1560,5720,8880,1800
1440,2040,8020,3500,2560,6220
2960,3700,3200,2720,2860,4620
1680,3840,2660,3000,3560,3520
1440,2860,1200,11620,2980,4860
2160,9200,2160,10880,4740,7800
1200,2400,1680,9880,3200,10680
2040,1440,2300,3720,9520,2320
2420,4240,2420,14720,14760,3940
2160,3700,2440,3840,14260,5060
2960,5420,4080,2900,3360,6660
