random,greedy,offline,mcts_base,mcts_fixed_depth,combined
1320,3560,4240,18240,4240,9080
3220,4340,3220,9740,8320,8680
1440,10440,6720,10680,7960,5120
4140,2560,8660,20220,17480,14700
1200,1800,3080,8020,1320,2660
4300,4220,3140,6160,3760,9680
2520,2160,2640,8360,9520,2520
3320,4560,2040,17220,3040,5320
2280,1960,1440,3980,1920,1560
1680,2160,1560,5560,4180,1920
1320,8640,11080,8420,2880,2900
2020,2400,1920,7400,11280,2620
1560,2040,2040,7140,3740,11340
2540,2160,8600,21980,9780,15020
1320,6540,1320,10280,5440,4180
3500,13940,2960,3180,4780,7640
1240,1800,7240,8120,2520,3760
1440,1920,5000,3680,5020,3840
1440,4720,3600,11860,5940,3100
1320,3260,3080,7880,2540,3040
1600,2760,1440,4220,9400,4620
7680,7880,7360,19060,10560,10440
1840,3360,11360,7560,9220,5260
1560,4280,12920,15660,10400,3580
2660,2380,4320,8380,3200,6560
2720,4160,4600,4820,6840,8340
1680,2400,1680,4400,6060,8840
1800,2540,1480,5880,3320,6980
1680,2780,4580,1960,13960,11480
1560,1680,1560,4540,3820,3480
1680,3820,19920,4520,4780,4160
1440,2760,2660,5200,4080,8080
2500,3480,4040,3140,8640,18520
1800,2040,10260,2440,10640,3280
1440,3240,3520,4040,3500,3480
1320,2040,3100,3940,23240,7920
2140,3700,7200,5220,4340,16340
1480,1920,13580,9620,8380,12100
3740,3720,2180,37220,9540,8480
1440,2040,2040,7500,2860,9440
2080,2420,1680,9180,16400,9180
2020,1840,1440,9820,5060,5740
2160,1680,4620,1920,5900,4040
2080,2520,8460,9720,8460,3640
2160,2520,5200,8960,2280,4000
2800,8340,3260,9240,14800,9860
2040,2180,1680,15200,8640,8140
1440,14120,7480,7960,9980,8920
5740,3600,4040,5080,2520,14580
2660,1920,3460,3440,5620,3800
1320,9280,2740,2720,11380,10580
6520,5900,4720,12180,7520,2780
1320,8760,2500,3240,2080,3620
1680,2860,2300,4640,5420,10520
1440,2640,13120,12340,15440,15900
1800,1680,2500,7520,14740,3540
2380,2040,2880,14140,4360,7840
1480,5600,4760,6100,9960,11400
7080,2880,2460,3120,4380,5400
2420,4100,5920,10360,10040,9660
1560,3380,7440,8980,2740,17020
1440,2520,1320,10900,2760,2380
4140,3000,3120,5620,4280,5340
3320,3020,2080,5060,9140,9740
1800,3380,1920,5000,6140,1920
3620,19600,4120,8140,8460,3680
3520,3800,2500,18100,6720,10540
2920,4260,6560,5300,11420,16520
2380,4280,5520,1800,19160,8160
1680,2040,4100,2660,3380,5840
3380,2980,8380,4300,8860,2880
2120,2980,3280,24100,13740,8240
1680,3520,3080,4460,2160,7080
1800,2300,2880,3120,25380,3020
2040,11580,2300,3140,3960,8560
1560,2560,3540,6180,2400,9200
2040,5060,2860,4300,10780,4340
1440,2640,3920,8380,2780,7160
1560,3000,2080,2320,4480,3860
1440,3460,1920,17120,9880,3480
1680,2600,2780,3740,5320,4040
2620,3360,2380,7220,4620,9580
1560,2760,7120,13980,11020,8940
1440,2760,2520,27700,13520,5680
3020,1800,1800,2040,6240,7920
1320,2160,1800,8860,6520,8940
3100,2040,2740,8540,11560,3840
1920,4700,4620,5120,4780,3740
2380,1920,3060,2660,2660,5180
2100,3840,15720,5060,12340,5760
2160,2520,1440,11100,5600,8300
3280,3260,3980,6600,11100,9660
1560,1560,3720,2520,8040,2900
1320,2660,3900,21280,12500,5380
2040,3800,2560,9440,4580,21600
1720,2880,1560,5000,4800,4420
4520,3980,3280,9500,4000,7360
2860,4660,2040,3220,7700,2760
2200,2040,4460,9760,4200,2960
1440,3340,2380,7960,13580,7600
1560,3160,1800,4780,9500,2880
1960,3080,2040,1960,4020,6280
2400,2160,3380,13760,12080,11140
2160,4140,7520,5240,4020,10100
2300,1680,2780,12660,10920,4380
1560,2160,3460,8540,14300,3620
1320,2500,2740,4640,4280,4720
1960,1920,2440,2420,1800,1680
1680,10960,1200,14520,4180,4960
2160,3380,8800,2500,2160,10140
1480,3160,1320,2380,5900,10100
1560,5820,1680,1680,8460,3140
2420,4120,4900,4100,14680,2620
1560,2280,2280,2040,3680,4520
1940,7120,1560,6160,3820,2400
1680,1680,5380,2380,4840,2400
6380,2340,2040,2380,3120,5560
1560,2420,1840,2320,3520,8340
1920,2760,4640,20480,15340,5460
3300,2400,1440,1560,3140,3000
2900,1920,3920,2980,3620,9300
2660,11080,6920,2880,9920,6600
2160,3440,2260,3820,13160,13460
1440,3840,1640,3840,15820,1720
1800,3460,1680,10380,4820,3660
2400,2520,7920,8460,20320,27860
3040,3280,1800,3840,1800,1920
1560,2740,1800,5380,10540,14400
1560,2400,1680,3840,2740,9120
2040,1800,5600,3980,2040,1800
1320,5000,2060,4960,1320,2500
3120,2160,2280,9720,13220,16720
2400,5360,8760,4040,28400,13180
4020,4000,1840,5300,5680,8840
1560,1920,2860,7900,5880,1800
2740,3360,7600,6320,14200,3740
1480,3760,2040,5560,9120,3140
1920,1800,2520,9320,7680,4760
1560,2900,3340,14560,16500,4340
1480,7660,6800,11760,18060,10000
1200,3340,11700,4840,4680,12080
2420,2280,2500,2420,2620,4780
2060,1800,1560,2280,7200,2920
4700,5940,3460,3140,7520,5160
1560,6540,2960,8300,4500,4260
6300,5240,6780,8140,1840,2040
4060,3480,2660,5020,3140,9520
1920,3120,1200,19420,10300,1920
8100,21440,27960,12120,26160,11120
1960,7320,2760,3620,16500,3400
2420,4880,6540,7620,13320,5540
2000,5900,2560,3720,3920,7360
2200,1680,20900,8480,2900,2800
1600,2140,1680,9680,2380,2780
1560,2580,1800,11240,7840,4620
3360,2880,10540,9160,5740,8020
2540,1920,1320,3320,9880,4100
2580,2260,5020,5120,7540,4340
2640,2520,3440,5820,6500,3960
1800,4560,2520,6760,3500,3620
3980,3480,9080,6540,16340,5000
2860,2280,3920,3720,7860,4800
1680,2480,3500,9440,2360,3220
2020,2040,9480,25180,3860,10760
2800,5160,4560,5820,8400,7840
1940,5140,1200,3940,2680,16560
3960,3740,4480,10400,8520,4100
2880,2280,5980,13520,2400,2980
1680,5120,3600,8060,4220,3320
3020,1440,2240,3100,9680,5380
2120,3100,7040,2880,6660,4640
3860,2920,3000,4960,5080,8540
1320,2620,2380,8880,3720,1920
1680,6960,3380,3600,26100,4060
2240,2440,1920,6980,4140,7420
2380,2560,2300,3280,8020,3840
1320,5780,15200,17020,23820,12840
7800,2040,1600,8300,10920,4060
1680,1840,1920,3260,12460,1440
3000,4740,2180,4560,3720,1920
1600,6600,9440,5720,6880,9360
2540,3820,2020,19960,2760,16640
1680,1320,1680,19640,5700,7400
8740,5080,5660,6500,4640,5540
4420,3640,2880,3480,2880,9260
1600,5320,1320,4680,9960,10660
1800,1440,1680,9200,1200,6660
2180,3480,4100,7600,8200,11760
1800,3900,1800,3500,2520,3880
2520,2680,1840,5640,5760,2980
3280,2540,4620,10840,5100,4640
1560,2900,2280,4420,12360,3320
3140,4160,2980,4180,5100,5580
3440,2280,5120,3820,3880,10160
1560,3680,4080,19100,3580,3720
8260,2180,2980,2740,3340,3460
3320,2860,3320,14780,21040,8640
1960,2320,3100,9660,3640,9640
1680,2520,3180,3940,12180,3840
2860,7700,2620,4720,4180,10820
1800,11660,1800,3180,4580,4960
2980,3720,2040,2420,7560,2740
1440,9720,3360,10560,10520,16980
2920,2500,8300,7120,11580,7040
2660,2840,2260,5500,12080,5780
2420,11240,3700,3840,10080,3820
1800,4460,1680,3840,2860,3840
3420,2620,6800,3800,5920,5160
1440,2040,1920,9780,4300,3480
1440,2160,3000,5400,15280,10280
2500,3220,3460,3120,4160,8100
2620,2640,1560,7480,1920,4000
1680,3760,5200,10340,5000,4720
1440,2620,11020,3800,8360,3520
1800,3620,1560,1800,9080,14980
3380,4140,9300,5620,11260,10740
1720,1680,7040,5740,10780,5580
1560,1480,2040,10980,2420,1680
1560,2640,3460,3260,3940,1680
1200,2280,14240,5580,9000,4880
2780,2800,5100,5640,2740,6600
1680,2040,3820,17520,6040,5020
2040,2160,2740,2920,2640,4300
3220,2400,3720,12000,4180,11160
1920,4200,2520,2160,13780,2160
2640,3100,2160,4560,6920,21400
2720,3940,2900,18240,10240,9540
1440,4500,1680,19240,9720,9380
1440,2900,2040,3900,3800,3740
2040,4700,3560,5040,7540,11120
1820,2400,2280,4180,17760,8620
