Metadata_1,Metadata_2,Metadata_3,Metadata_4,Metadata_5,Move_1_Coordinates,Move_1_Attribute1,Move_1_Attribute2,Move_2_Coordinates,Move_2_Attribute1,Move_2_Attribute2,Move_3_Coordinates,Move_3_Attribute1,Move_3_Attribute2,Move_4_Coordinates,Move_4_Attribute1,Move_4_Attribute2,Move_5_Coordinates,Move_5_Attribute1,Move_5_Attribute2,Move_6_Coordinates,Move_6_Attribute1,Move_6_Attribute2,Move_7_Coordinates,Move_7_Attribute1,Move_7_Attribute2,File,Move_8_Coordinates,Move_8_Attribute1,Move_8_Attribute2,Move_9_Coordinates,Move_9_Attribute1,Move_9_Attribute2,Move_10_Coordinates,Move_10_Attribute1,Move_10_Attribute2,Move_11_Coordinates,Move_11_Attribute1,Move_11_Attribute2,Move_12_Coordinates,Move_12_Attribute1,Move_12_Attribute2,Move_13_Coordinates,Move_13_Attribute1,Move_13_Attribute2,Move_14_Coordinates,Move_14_Attribute1,Move_14_Attribute2,Move_15_Coordinates,Move_15_Attribute1,Move_15_Attribute2,Move_16_Coordinates,Move_16_Attribute1,Move_16_Attribute2,Move_17_Coordinates,Move_17_Attribute1,Move_17_Attribute2,Move_18_Coordinates,Move_18_Attribute1,Move_18_Attribute2,Move_19_Coordinates,Move_19_Attribute1,Move_19_Attribute2,Move_20_Coordinates,Move_20_Attribute1,Move_20_Attribute2,Move_21_Coordinates,Move_21_Attribute1,Move_21_Attribute2,Move_22_Coordinates,Move_22_Attribute1,Move_22_Attribute2,Move_23_Coordinates,Move_23_Attribute1,Move_23_Attribute2
500,2,2000,2,60401040605060506010301040405050406010301020106030604030405010402040606010402030602060406050201020,"((1, 5), (2, 5))",38,168.89473684210526,"((2, 3), (3, 3))",76.0,227.07894736842104,"((4, 1), (4, 2))",42.0,180.11904761904762,"((5, 3), (5, 4))",1844.0,469.13736098199126,,,,,,,,,,board_n_2380.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60306010205040606040505030102030502020506010503020102060302010104060305050601060303040402040304040,"((0, 1), (1, 1))",28,189.28571428571428,"((0, 2), (1, 2))",37.0,224.1081081081081,"((0, 5), (1, 5))",28.0,189.76190476190476,"((1, 2), (2, 2))",35.0,216.71428571428572,"((1, 4), (1, 5))",35.0,218.71428571428572,"((1, 5), (2, 5))",45.0,246.0,"((2, 4), (3, 4))",40.0,231.55,board_n_1879.txt,"((2, 5), (3, 5))",36.0,220.66666666666666,"((3, 3), (3, 4))",21.0,144.76190476190476,"((3, 4), (4, 4))",94.0,308.6702127659574,"((4, 5), (4, 6))",138.0,334.3333333333334,"((5, 4), (6, 4))",1463.0,415.8538554177653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40203020601030105260305040502050532060403030601020206060404020305030406020404010602060406040603040,"((0, 3), (1, 3))",21,291.42857142857144,"((2, 4), (3, 4))",1766.0,803.2491506228738,"((3, 2), (4, 2))",52.0,386.11538461538464,"((4, 1), (5, 1))",21.0,286.85714285714283,"((4, 2), (5, 2))",12.0,197.91666666666666,"((4, 2), (4, 3))",71.0,412.36619718309856,"((5, 1), (6, 1))",13.0,216.53846153846155,board_n_616.txt,"((5, 1), (5, 2))",34.0,349.156862745098,"((5, 2), (6, 2))",10.0,169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40403060602010102060301060301040201030201040301050406020205040205040203060503010304040406050202060,"((0, 2), (1, 2))",1720,258.7040005537104,"((0, 5), (1, 5))",92.0,147.3395445134576,"((2, 5), (2, 6))",188.0,190.83105369807498,,,,,,,,,,,,,board_n_170.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40505010501060301040505060305040105020105060106020504010501030603060401020201010502020301040603030,"((0, 2), (1, 2))",5,158.0,"((0, 2), (0, 3))",5.0,140.0,"((0, 3), (1, 3))",8.0,264.16666666666663,"((0, 3), (0, 4))",1937.0,766.5171677688447,"((1, 1), (2, 1))",6.0,210.83333333333334,"((2, 1), (2, 2))",6.0,186.66666666666666,"((2, 3), (2, 4))",5.0,163.33333333333334,board_n_164.txt,"((2, 4), (3, 4))",5.0,134.0,"((3, 3), (3, 4))",5.0,134.0,"((5, 0), (6, 0))",8.0,302.5,"((5, 0), (5, 1))",5.0,150.0,"((5, 2), (6, 2))",5.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10304020105030101060203060504060501040402020106060206030202010602040506040601030206030501040305040,"((2, 1), (3, 1))",35,201.31428571428572,"((2, 1), (2, 2))",1837.0,784.08184064771,"((3, 4), (3, 5))",27.0,173.1851851851852,"((4, 2), (4, 3))",36.0,206.33333333333334,"((5, 2), (5, 3))",43.0,222.93023255813952,"((5, 4), (5, 5))",22.0,151.36363636363637,,,,board_n_602.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60602060106030305060204050204060102060106050105040301060506020201050504040305050406060202050502010,"((0, 2), (1, 2))",170,315.8274509803921,"((0, 2), (0, 3))",36.0,205.91666666666666,"((1, 1), (1, 2))",37.0,207.59459459459458,"((3, 3), (4, 3))",27.0,171.37037037037038,"((4, 4), (5, 4))",35.0,199.37142857142857,"((4, 4), (4, 5))",1668.0,540.433334284953,"((4, 5), (5, 5))",27.0,173.85185185185185,board_n_2155.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20504030606050101050203060102020106040501010205050304020204020106040204040205040506050204060202050,"((1, 2), (2, 2))",26,177.69230769230768,"((2, 4), (2, 5))",24.0,169.16666666666666,"((3, 0), (3, 1))",32.0,206.34375,"((3, 1), (4, 1))",25.0,176.0,"((3, 1), (3, 2))",27.0,185.85185185185185,"((4, 0), (4, 1))",1756.0,432.1957099468481,"((4, 1), (4, 2))",48.0,251.61805555555551,board_n_1448.txt,"((5, 2), (6, 2))",27.0,183.88888888888889,"((5, 4), (5, 5))",35.0,218.28571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20304060305010602050102010201020206040206040102050102010604040204030303010405050106060202030302030,"((0, 0), (0, 1))",41,140.65040650406502,"((1, 1), (1, 2))",101.0,211.58085808580853,"((1, 4), (1, 5))",57.0,168.59649122807016,"((1, 5), (2, 5))",57.0,170.00000000000003,"((1, 5), (1, 6))",65.0,180.43076923076924,"((3, 0), (4, 0))",45.0,149.60000000000005,"((3, 1), (3, 2))",36.0,126.66666666666667,board_n_2141.txt,"((4, 2), (4, 3))",49.0,156.61224489795916,"((4, 3), (4, 4))",1549.0,461.6957740272783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60503030604020305020303050601030402040202040501040106050406030605040303050606050501050406030203050,"((0, 2), (1, 2))",37,152.64864864864865,"((0, 4), (1, 4))",41.0,163.48780487804882,"((2, 1), (3, 1))",53.0,190.41509433962264,"((2, 3), (3, 3))",93.0,236.35842293906808,"((2, 3), (2, 4))",47.0,177.80851063829786,"((4, 1), (5, 1))",1590.0,348.4278526504931,"((4, 1), (4, 2))",40.0,161.25000000000003,board_n_399.txt,"((4, 2), (5, 2))",65.0,207.7846153846154,"((4, 2), (4, 3))",34.0,144.58823529411762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,50306030106030602030205020304030604050305030103050201050402040403050105020204040202050406050206010,"((0, 2), (1, 2))",105,172.8476190476191,"((1, 1), (1, 2))",110.0,175.99090909090907,"((2, 1), (3, 1))",75.0,149.13333333333335,"((2, 1), (2, 2))",71.0,144.4788732394366,"((2, 3), (3, 3))",107.0,174.25545171339567,"((2, 5), (2, 6))",130.0,185.71538461538458,"((3, 3), (3, 4))",830.0,365.20625358577223,board_n_1306.txt,"((4, 0), (4, 1))",86.0,159.01162790697677,"((4, 2), (5, 2))",98.0,167.60204081632656,"((4, 4), (5, 4))",168.0,200.04166666666657,"((4, 5), (4, 6))",82.0,155.81707317073176,"((5, 4), (6, 4))",138.0,189.47826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,50403040105040202010604010104030102030103020203040102040601020401020203030503020405020203010506060,"((0, 4), (1, 4))",9,185.0,"((0, 4), (0, 5))",7.0,121.42857142857143,"((2, 4), (2, 5))",1926.0,708.804035009642,"((3, 2), (4, 2))",9.0,175.1851851851852,"((3, 4), (3, 5))",9.0,177.77777777777777,"((4, 4), (5, 4))",8.0,163.125,"((5, 2), (6, 2))",13.0,246.53846153846155,board_n_1460.txt,"((5, 2), (5, 3))",9.0,178.88888888888889,"((5, 4), (5, 5))",10.0,207.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,50203020505060102010206030304050304010606060402030503020101040305050606030504040604010105020401020,"((1, 4), (2, 4))",32,188.1875,"((2, 2), (2, 3))",1815.0,682.5125409943588,"((4, 2), (5, 2))",120.0,288.425,"((5, 5), (5, 6))",33.0,189.21212121212122,,,,,,,,,,board_n_2169.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60304250602050605040503010404050602060603010403040205060301020103050101060102040301030604060202040,"((2, 2), (2, 3))",72,245.05555555555554,"((4, 0), (4, 1))",203.0,308.7675346000466,"((4, 1), (5, 1))",1523.0,372.1836444361053,"((4, 2), (5, 2))",119.0,280.6218487394956,"((5, 3), (6, 3))",83.0,256.1084337349397,,,,,,,board_n_1474.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20106040501020605050404030101040605060306010301060305050604030604010506040304030602040106050104060,"((1, 3), (2, 3))",21,208.73015873015876,"((2, 1), (3, 1))",21.0,210.38095238095238,"((2, 2), (2, 3))",25.0,237.64,"((2, 3), (3, 3))",19.0,196.31578947368422,"((2, 3), (2, 4))",1879.0,502.40999940866794,"((3, 1), (3, 2))",18.0,181.11111111111111,"((3, 4), (3, 5))",17.0,178.23529411764707,board_n_1312.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60402050406040502050301010203030106030201020505020606050202010301060604060305010504030601060205060,"((2, 3), (3, 3))",163,219.65235173824132,"((3, 4), (4, 4))",1837.0,413.97605222455513,,,,,,,,,,,,,,,,board_n_428.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,50202030302010304020203020605060306060505050102040305020101040602020606050105040101060202040604050,"((0, 0), (1, 0))",46,199.58695652173913,"((0, 1), (1, 1))",37.0,180.43243243243242,"((0, 3), (1, 3))",1434.0,546.9453244338179,"((1, 4), (1, 5))",38.0,183.31578947368422,"((2, 1), (2, 2))",121.0,274.41322314049586,"((2, 2), (3, 2))",49.0,207.12244897959184,"((2, 4), (3, 4))",35.0,173.00000000000003,board_n_2196.txt,"((4, 2), (5, 2))",81.0,247.89300411522632,"((5, 1), (5, 2))",97.0,259.4776632302406,"((5, 4), (6, 4))",62.0,228.66129032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10305020406030401060403040603010602050302040505060201020406060501060303030506040405010601010604060,"((0, 0), (0, 1))",181,273.531702183636,"((0, 4), (1, 4))",163.0,268.06134969325126,"((1, 0), (2, 0))",139.0,259.6282973621103,"((3, 2), (4, 2))",50.0,184.48,"((3, 2), (3, 3))",296.0,295.04617117117095,"((3, 3), (4, 3))",981.0,362.1091209164603,"((4, 2), (4, 3))",126.0,254.00264550264544,board_n_2182.txt,"((4, 3), (5, 3))",64.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40504050101030302060103060404010603050405060602060603030601030203060404060405040202020502060503040,"((0, 3), (1, 3))",2,120.0,"((2, 2), (3, 2))",1982.0,1143.0224520686206,"((3, 1), (3, 2))",2.0,153.33333333333334,"((3, 2), (3, 3))",3.0,158.88888888888889,"((3, 4), (4, 4))",3.0,196.66666666666666,"((3, 5), (4, 5))",2.0,120.0,"((4, 0), (4, 1))",3.0,160.0,board_n_372.txt,"((5, 0), (5, 1))",3.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,30302030304050202030406060101040206010106020503020205050303020405060503060506020101050305050203010,"((0, 1), (0, 2))",1,160.0,"((0, 2), (1, 2))",1984.0,1765.9050939260105,"((0, 2), (0, 3))",1.0,240.0,"((1, 1), (1, 2))",1.0,240.0,"((1, 2), (2, 2))",1.0,200.0,"((1, 3), (2, 3))",2.0,476.6666666666667,"((2, 2), (3, 2))",1.0,160.0,board_n_414.txt,"((3, 2), (4, 2))",2.0,370.0,"((3, 2), (3, 3))",1.0,160.0,"((3, 4), (4, 4))",2.0,246.66666666666669,"((3, 5), (4, 5))",2.0,340.0,"((5, 0), (5, 1))",2.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,30304040501020301040605020101050504020203050606020206060602060506040301050106060401040102010106050,"((0, 5), (0, 6))",7,245.71428571428572,"((1, 2), (1, 3))",8.0,306.25,"((1, 4), (1, 5))",5.0,188.0,"((2, 0), (3, 0))",4.0,130.0,"((2, 2), (2, 3))",1895.0,933.913393642418,"((2, 3), (3, 3))",6.0,205.55555555555554,"((2, 5), (3, 5))",9.0,327.22222222222223,board_n_400.txt,"((3, 0), (4, 0))",6.0,232.5,"((3, 1), (4, 1))",6.0,236.66666666666666,"((3, 4), (4, 4))",8.0,281.25,"((3, 4), (3, 5))",6.0,231.66666666666666,"((4, 2), (5, 2))",8.0,292.5,"((4, 3), (5, 3))",6.0,205.0,"((5, 1), (6, 1))",6.0,210.0,"((5, 2), (6, 2))",9.0,313.8888888888889,"((5, 2), (5, 3))",5.0,186.0,"((5, 5), (6, 5))",6.0,208.33333333333334,,,,,,,,,,,,,,,,,,
500,2,2000,2,60202030504060106010204010601030105020601050105040506060603030605040303030201060102030404050504020,"((0, 3), (1, 3))",37,154.32432432432432,"((1, 5), (1, 6))",64.0,204.94270833333331,"((2, 1), (3, 1))",79.0,221.34177215189874,"((2, 3), (3, 3))",42.0,168.38095238095238,"((2, 3), (2, 4))",1409.0,362.2598262867967,"((2, 5), (2, 6))",54.0,190.87654320987653,"((3, 0), (3, 1))",91.0,231.24175824175825,board_n_366.txt,"((3, 1), (3, 2))",38.0,156.8421052631579,"((4, 0), (5, 0))",46.0,176.65217391304347,"((4, 0), (4, 1))",34.0,143.6764705882353,"((4, 2), (5, 2))",60.0,199.6,"((5, 4), (6, 4))",46.0,176.99999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20401020303050104010401060101050605060601020201010402050105040601040106030105060305010203020505030,"((2, 2), (3, 2))",1208,252.48097997477174,"((2, 2), (2, 3))",287.0,187.16840882694535,"((3, 0), (4, 0))",197.0,170.41624365482252,"((3, 4), (4, 4))",143.0,153.6993006993007,"((5, 3), (6, 3))",165.0,161.50303030303033,,,,,,,board_n_2186.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10306030205040406050605060601010402060206050604060402020504050202040403060603040202060501040504010,"((0, 2), (1, 2))",7,192.85714285714286,"((1, 3), (1, 4))",11.0,280.1515151515152,"((1, 4), (2, 4))",15.0,338.3333333333333,"((1, 5), (2, 5))",7.0,165.71428571428572,"((2, 3), (2, 4))",7.0,194.04761904761907,"((3, 4), (4, 4))",8.0,202.5,"((3, 5), (4, 5))",8.0,203.75,board_n_438.txt,"((4, 1), (4, 2))",1889.0,715.5824825430426,"((4, 4), (5, 4))",7.0,183.33333333333334,"((4, 4), (4, 5))",8.0,192.5,"((4, 5), (5, 5))",11.0,274.69696969696975,"((5, 0), (6, 0))",7.0,192.14285714285714,"((5, 4), (6, 4))",7.0,175.71428571428572,"((5, 4), (5, 5))",8.0,201.875,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20401040505020205020102030601010603060603010204010502020304040202050404030106050205020106010602010,"((2, 2), (2, 3))",222,305.12912912912907,"((3, 4), (4, 4))",53.0,210.8679245283019,"((3, 5), (4, 5))",66.0,230.26767676767676,"((4, 0), (5, 0))",56.0,215.75,"((4, 4), (4, 5))",206.0,302.23300970873777,"((4, 5), (5, 5))",58.0,219.93103448275858,"((5, 2), (6, 2))",1221.0,416.28891228891274,board_n_2192.txt,"((5, 3), (6, 3))",118.0,272.1694915254236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40504040602060104060206010306030606020201060102050201030405030405010204040501040304030501060206030,"((0, 0), (0, 1))",4,212.5,"((0, 1), (1, 1))",4.0,235.0,"((1, 3), (2, 3))",5.0,230.0,"((1, 3), (1, 4))",4.0,165.0,"((1, 4), (2, 4))",5.0,278.0,"((1, 5), (2, 5))",4.0,221.25,"((2, 0), (2, 1))",4.0,227.5,board_n_362.txt,"((2, 3), (2, 4))",4.0,228.33333333333331,"((2, 5), (2, 6))",7.0,336.42857142857144,"((5, 1), (5, 2))",1959.0,952.685164928657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10104010406020206010406020501030304020503020401010501030201030203060401020506010203040606010102060,"((0, 2), (1, 2))",71,192.46478873239437,"((0, 2), (0, 3))",65.0,186.41538461538462,"((0, 3), (1, 3))",59.0,177.96610169491527,"((0, 3), (0, 4))",1467.0,499.42610445677843,"((1, 0), (2, 0))",64.0,184.609375,"((3, 1), (4, 1))",64.0,185.546875,"((3, 4), (3, 5))",82.0,203.5853658536585,board_n_404.txt,"((5, 0), (5, 1))",58.0,176.89655172413794,"((5, 3), (6, 3))",70.0,192.64285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20505030503020603040503030105020402040405020602040306020302010302050304060103050106020305050404050,"((0, 3), (1, 3))",7,212.14285714285714,"((0, 3), (0, 4))",7.0,195.0,"((0, 4), (1, 4))",6.0,183.33333333333334,"((2, 1), (3, 1))",10.0,287.0,"((2, 2), (3, 2))",7.0,207.85714285714286,"((2, 2), (2, 3))",5.0,126.0,"((2, 3), (3, 3))",1911.0,806.6135780319445,board_n_410.txt,"((3, 0), (3, 1))",12.0,297.91666666666663,"((3, 1), (4, 1))",7.0,208.57142857142858,"((3, 1), (3, 2))",6.0,173.33333333333334,"((3, 2), (3, 3))",7.0,204.28571428571428,"((3, 3), (3, 4))",8.0,247.5,"((5, 4), (6, 4))",7.0,184.28571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,50306040302060401030204020606050303050502050104050406010505060105030406010303060401040104020405010,"((0, 1), (0, 2))",1806,506.1394030480415,"((2, 0), (2, 1))",17.0,137.88235294117646,"((2, 3), (3, 3))",31.0,216.51612903225808,"((2, 5), (2, 6))",20.0,160.66666666666669,"((3, 0), (3, 1))",45.0,249.48888888888897,"((3, 1), (4, 1))",61.0,276.1092896174863,"((3, 3), (3, 4))",20.0,163.0,board_n_376.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60502030106040105030605050206010203050604030103020301020403050604020601020103060501040606020502060,"((1, 0), (1, 1))",80,161.0125,"((1, 2), (1, 3))",1488.0,373.4123463901679,"((2, 2), (2, 3))",233.0,220.37219837863606,"((2, 3), (3, 3))",89.0,169.0411985018727,"((3, 1), (4, 1))",110.0,181.98181818181814,,,,,,,board_n_2145.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,30501020403030206060403030406010502010605050306020204010104060302060504060401030105050104010401030,"((0, 3), (1, 3))",68,183.51470588235293,"((0, 4), (1, 4))",59.0,173.77966101694915,"((1, 0), (2, 0))",69.0,186.1159420289855,"((1, 2), (2, 2))",1445.0,731.5388806502982,"((2, 3), (2, 4))",46.0,151.52173913043478,"((4, 1), (5, 1))",85.0,201.53725490196075,"((4, 1), (4, 2))",102.0,213.31372549019605,board_n_1458.txt,"((4, 3), (4, 4))",54.0,166.16666666666666,"((5, 1), (5, 2))",72.0,188.45833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,30101030505010603020103040403050502020105060305060601040204040303040605050606050106030203040306040,"((0, 3), (1, 3))",151,231.2771996215705,"((1, 0), (1, 1))",1495.0,400.00087593565826,"((1, 2), (2, 2))",58.0,165.46551724137927,"((2, 0), (2, 1))",235.0,252.72624113475194,"((4, 5), (5, 5))",61.0,168.3442622950819,,,,,,,board_n_2151.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40603010303020206030505010405040503050106020604010405010401060604020304020206060206010606020205050,"((0, 2), (0, 3))",18,209.44444444444446,"((1, 2), (2, 2))",20.0,217.0,"((1, 3), (2, 3))",15.0,176.66666666666666,"((2, 1), (3, 1))",15.0,181.33333333333334,"((2, 2), (2, 3))",23.0,243.47826086956522,"((3, 1), (4, 1))",16.0,185.9375,"((3, 4), (3, 5))",15.0,172.88888888888889,board_n_389.txt,"((3, 5), (3, 6))",17.0,191.1764705882353,"((4, 2), (5, 2))",22.0,238.4090909090909,"((4, 4), (5, 4))",18.0,204.44444444444446,"((5, 2), (6, 2))",54.0,337.2407407407406,"((5, 2), (5, 3))",14.0,162.14285714285714,"((5, 3), (6, 3))",27.0,258.33333333333337,"((5, 5), (6, 5))",1703.0,581.4722571745469,"((5, 5), (5, 6))",23.0,241.52173913043478,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40302020503060506020406050606060506020404010305050405020305010602040606010506010104060104020206020,"((2, 2), (2, 3))",16,177.8125,"((2, 3), (3, 3))",17.0,179.11764705882354,"((2, 4), (3, 4))",25.0,232.4,"((3, 1), (4, 1))",19.0,198.94736842105263,"((3, 4), (3, 5))",37.0,272.56756756756766,"((4, 1), (4, 2))",19.0,201.57894736842104,"((4, 2), (5, 2))",1867.0,597.4583237687158,board_n_1316.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60101060503010101060305030405050402030504010205040606020103010603050403060103040604020605020601050,"((0, 0), (1, 0))",46,158.18115942028984,"((0, 2), (1, 2))",51.0,167.49019607843138,"((1, 0), (2, 0))",1493.0,375.0228898882614,"((1, 4), (2, 4))",49.0,162.8979591836735,"((2, 2), (3, 2))",70.0,194.74285714285713,"((2, 4), (2, 5))",128.0,234.40364583333331,"((3, 3), (4, 3))",163.0,247.27198364008183,board_n_1470.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,20401020605030503020103030503050205010602050103040405060305030102030105040503060603050402060501030,"((0, 2), (0, 3))",26,149.99999999999997,"((2, 0), (2, 1))",36.0,189.27777777777777,"((3, 0), (4, 0))",29.0,163.58620689655172,"((3, 0), (3, 1))",95.0,279.6105263157894,"((4, 0), (4, 1))",37.0,193.67567567567568,"((4, 1), (5, 1))",1645.0,406.731837699619,"((4, 5), (4, 6))",38.0,195.8421052631579,board_n_2179.txt,"((5, 2), (5, 3))",44.0,214.4318181818182,"((5, 3), (6, 3))",50.0,224.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,40103010306040204050406020402040401030201060105050206040204030405050603020506050401060406030304040,"((0, 0), (0, 1))",29,148.82758620689654,"((1, 2), (2, 2))",29.0,147.3563218390805,"((1, 3), (2, 3))",32.0,159.375,"((3, 0), (4, 0))",36.0,170.97222222222223,"((3, 1), (4, 1))",72.0,233.23611111111111,"((3, 3), (4, 3))",1695.0,488.51986234021615,"((3, 3), (3, 4))",35.0,168.57142857142858,board_n_1464.txt,"((3, 4), (4, 4))",38.0,177.05263157894737,"((3, 4), (3, 5))",34.0,166.02941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10505020101040406060203030604040305010106020103060502030105040306040602010306040202030302020106030,"((4, 0), (4, 1))",35,195.9142857142857,"((4, 2), (5, 2))",28.0,173.39285714285717,"((4, 2), (4, 3))",57.0,244.48538011695908,"((4, 3), (4, 4))",1841.0,549.1671451850699,"((5, 2), (6, 2))",39.0,209.15384615384616,,,,,,,board_n_1302.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,60301030503060404030504030203010603010504020506050603050504030604020203040502030102060603060503040,"((0, 2), (1, 2))",1794,413.84990975208376,"((1, 2), (1, 3))",39.0,137.33333333333331,"((2, 5), (3, 5))",56.0,169.55357142857142,"((3, 3), (4, 3))",52.0,163.34615384615384,"((4, 2), (4, 3))",59.0,174.62631154156585,,,,,,,board_n_2384.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10503010406040505060206010105020104050302030605060404060403040405040504040303020204030306020205050,"((0, 0), (0, 1))",22,167.95454545454544,"((2, 0), (2, 1))",23.0,175.21739130434784,"((2, 3), (3, 3))",25.0,189.6,"((3, 3), (4, 3))",19.0,146.84210526315786,"((3, 3), (3, 4))",24.0,182.08333333333334,"((3, 4), (4, 4))",1588.0,435.2461217064483,"((4, 0), (4, 1))",26.0,192.69230769230768,board_n_1855.txt,"((4, 1), (5, 1))",32.0,219.72916666666666,"((4, 2), (5, 2))",27.0,201.77777777777777,"((4, 4), (4, 5))",25.0,190.2,"((5, 1), (6, 1))",60.0,287.2888888888889,"((5, 1), (5, 2))",21.0,162.3015873015873,"((5, 2), (6, 2))",18.0,133.88888888888889,"((5, 3), (6, 3))",35.0,232.15238095238092,"((5, 5), (6, 5))",26.0,196.15384615384616,"((5, 5), (5, 6))",29.0,210.93103448275863,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10505030104060503060506030406020402040501050303020205050102050101040402050603060505010403030503050,"((0, 0), (1, 0))",9,150.0,"((0, 3), (1, 3))",9.0,154.44444444444446,"((4, 5), (5, 5))",12.0,210.69444444444443,"((5, 4), (6, 4))",1959.0,616.4347132080646,"((5, 5), (6, 5))",11.0,190.0,,,,,,,board_n_148.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2,2000,2,10104050503060606020102010104010502040506010206010505060204020506010402060306010604040604040201060,"((1, 3), (2, 3))",108,228.63580246913577,"((1, 3), (1, 4))",1628.0,442.1612456612466,"((3, 0), (3, 1))",46.0,162.32608695652175,"((3, 1), (4, 1))",63.0,190.93650793650792,"((3, 3), (4, 3))",52.0,175.15384615384616,"((4, 4), (5, 4))",57.0,180.63157894736844,"((5, 4), (5, 5))",46.0,163.91304347826087,board_n_1699.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
